timestamp,equipment_id,current_hours,date_logged,notes
2025-07-03T02:26:18.305940,19142,12453,2025-07-02,
2025-07-03T02:26:18.305940,19154,7230,2025-07-02,
2025-07-03T02:26:18.305940,60544,5488,2025-07-02,
2025-07-03T02:26:18.305940,60549,2317,2025-07-02,
2025-07-03T02:26:18.305940,37252,10842,2025-07-02,
2025-07-03T02:26:18.305940,3511,5478,2025-07-02,
2025-07-03T02:26:18.305940,3510,7745,2025-07-02,
2025-07-03T02:26:18.305940,49072,4890,2025-07-02,
